Gene ID,LOG2Diff0,LOG2Diff1,LOG2Diff2,LOG2Diff4,LOG2Diff6,LOG2Diff8
Csa11g084920,0.625285185,0.838472852,-1.798869655,0.479650843,-0.53570189,0.391162665
Csa11g084970,1.286364209,0.323245945,-1.147918768,-1.165441144,-0.046356688,0.750106446
Csa11g084980,1.639029534,0.679547041,0.0053445,-0.727098487,-0.953614459,-0.643208129
Csa11g085010,1.648438781,-0.194985872,0.289028498,-1.176680744,0.272279754,-0.838080417
Csa11g085020,-0.716365276,1.613868638,-1.061388577,-0.384432803,0.752483269,-0.204165251
Csa11g085110,0.251222946,0.277610522,-0.710668268,-1.479555007,0.203965704,1.457424103
Csa11g085130,-0.063661347,-0.906482545,-0.553371385,-0.768010526,0.574522445,1.717003358
Csa11g085160,-0.861514666,0.442757086,-0.356307185,-1.183848872,0.425094862,1.533818776
Csa11g085190,0.630169728,1.273438242,-1.251518998,-0.192712763,-1.027275057,0.567898848
Csa11g085230,0.661702741,-0.240059533,-1.463126423,-0.156546524,-0.301439886,1.499469625
Csa11g085240,1.466088138,0.196854243,-0.914341172,-0.867576174,-0.720271538,0.839246503
Csa11g085290,1.312538376,0.155276298,-1.717527523,-0.299316776,0.451890394,0.097139232
Csa11g085300,-0.137752991,0.171839837,-1.531639345,0.473335479,-0.451483565,1.475700585
Csa11g085320,-1.280413147,0.311323126,-0.612003207,1.16557405,1.057518731,-0.641999553
Csa11g085380,1.163519005,-0.333821204,-1.228301985,-0.997564397,0.865838697,0.530329884
Csa11g085410,0.719294076,0.184440759,-1.747055695,0.724351566,0.716992061,-0.598022768
Csa11g085520,-0.334452517,0.62961398,-0.943437048,-0.49079894,-0.594942298,1.734016825
Csa11g085540,0.401857545,0.34037178,-1.651728203,-0.256271717,-0.207451901,1.373222496
Csa11g085560,1.778479386,0.444340753,-0.369734516,-0.661392421,-0.174324077,-1.017369125
Csa11g085600,-1.178441568,0.457293943,-1.369325504,0.905742128,0.542652274,0.642078726
Csa11g085740,0.343085212,0.61915017,-2.011060698,0.540434812,0.38319183,0.125198674
Csa11g085850,1.131662721,-0.23622558,-0.462172999,-1.631870012,0.784512718,0.414093153
Csa11g085860,1.013758075,-1.061326257,-0.794052627,-0.858369899,0.720422052,0.979568655
Csa11g085890,-0.515989103,1.223975508,-0.802943594,1.147612447,0.073616082,-1.12627134
Csa11g086030,0.870376183,0.143614693,-1.71155562,-0.374081298,-0.001879519,1.07352556
Csa11g086060,-0.248429543,0.317478262,-1.702998531,-0.25492388,0.734224784,1.154648909
Csa11g086070,0.847210328,0.830361468,0.048587689,-1.619541529,0.640151644,-0.746769601
Csa11g086120,-0.191008502,0.195324496,-1.844039642,0.497816953,0.236958311,1.104948384
Csa11g086230,1.791683982,0.327834232,-0.103858521,-0.340180904,-1.113664203,-0.561814586
Csa11g086240,-1.940231153,0.413797763,0.201541092,-0.098809161,0.697196406,0.726505054
Csa11g087260,-0.233983102,0.649170518,-1.43054821,1.158371884,0.678597733,-0.821608824
Csa11g087300,-0.764086189,-7.30E-05,0.420880856,-1.528950745,0.663423936,1.208805153
Csa11g087310,1.288947862,0.386296552,-0.58193189,-0.903229655,-1.09924612,0.909163252
Csa11g087440,0.27079975,0.261838432,-1.205495375,1.458035533,-1.089284549,0.304106208
Csa11g087500,-0.02141325,-0.25968931,-1.489368693,1.483865891,-0.341957317,0.628562679
Csa11g087550,1.646223476,0.621284177,-1.107502768,-0.766929672,-0.119217902,-0.27385731
Csa11g087640,-0.952515923,1.018706279,-0.845303627,0.795173121,0.916086804,-0.932146654
Csa11g087660,-1.899584425,0.318639232,0.626190266,-0.268805178,0.808157134,0.41540297
Csa11g087680,0.256089526,-0.033875855,0.56438569,-1.963502782,0.771270431,0.405632989
Csa11g087710,0.304041476,0.400728704,-1.727826152,-0.214059587,-0.070841639,1.307957198
Csa11g087800,0.409108554,-0.032197856,-1.970810444,0.5451854,0.748379128,0.300335218
Csa11g087830,-0.04405216,-0.936292942,-0.69109641,-0.787279978,1.25519907,1.203522421
Csa11g087840,-0.559653279,0.500517539,-1.781725374,0.903269811,0.524876009,0.412715293
Csa11g087950,1.753919187,0.037120888,-1.250767545,-0.349054509,-0.425646022,0.234428
Csa11g087970,-1.713988627,0.384075874,-0.403049969,-0.129996932,0.937433564,0.925526091
Csa11g088000,-0.12158978,1.541242892,-0.676779293,-0.148859731,-1.285230316,0.691216229
Csa11g088010,1.06209042,-0.232062165,0.25029151,-1.181342799,1.135590227,-1.034567194
Csa11g088040,1.461991591,0.637887036,-1.338281586,-0.206604153,-0.76122637,0.206233481
Csa11g088060,0.909529036,-0.18637766,-1.40134718,-0.324144001,-0.383938709,1.386278514
Csa11g088170,1.666553188,0.113355514,-0.164316859,-0.768297975,-1.208986268,0.3616924
Csa11g088180,-1.325421655,-0.300501875,0.501489141,-0.826177424,0.577529373,1.37308244
Csa11g088190,0.306881478,0.291703448,-1.57111173,-0.480357073,-0.003682054,1.456565932
Csa11g088260,0.952537717,1.020038982,-1.559573308,-0.738170886,0.057321538,0.267845956
Csa11g088310,1.554559185,0.09498311,0.0456682,-1.528219831,0.250300695,-0.417291359
Csa11g088440,0.167432181,-0.811728275,0.05313681,-1.377441648,0.496858243,1.471742689
Csa11g088470,1.632608811,-0.531744869,-0.476569277,-1.256282343,0.163075476,0.468912201
Csa11g088510,0.140697427,-0.120371486,-1.919867547,0.616882167,0.445533503,0.837125935
Csa11g088590,0.619602429,0.639672278,-1.746122057,-0.679415704,0.492910931,0.673352123
Csa11g088710,-1.242470143,1.280010857,-0.546484076,-0.331962034,-0.305989167,1.146894563
Csa11g088740,-0.117294319,0.617944598,-0.730065075,-1.185122679,-0.20553398,1.620071456
Csa11g088840,0.20138116,-0.550870423,0.009375368,-1.58705014,1.337875185,0.589288851
Csa11g088850,1.000299266,0.099499776,-1.604236082,-0.764738416,0.521230428,0.747945028
Csa11g088900,0.222204506,-0.056489309,1.621861345,-1.171572679,0.306280973,-0.922284835
Csa11g088910,1.467440822,-0.552303405,-0.764262488,-1.189769881,0.48570209,0.553192861
Csa11g088960,-1.994558297,0.48915753,-0.004846692,0.591129051,0.53241433,0.386704079
Csa11g088980,-0.789855716,0.921452507,-1.065808868,1.324432884,-0.724660249,0.334439442
Csa11g088990,-1.653874762,0.733884326,-0.482088484,-0.258799943,0.67638416,0.984494703
Csa11g089080,0.083839384,0.356400836,-1.224030514,0.339945298,-1.033791782,1.477636778
Csa11g089190,-0.475211349,1.738817692,-0.969986529,-0.786230125,0.433819253,0.058791059
Csa11g089200,1.547869758,0.433804818,-1.140971833,-0.927733781,-0.309768148,0.396799186
Csa11g089230,1.780476869,-0.057072897,-1.215870288,-0.170045969,-0.530986618,0.193498902
Csa11g089260,1.898670114,-0.636742349,-0.415604363,-0.840072873,-0.238860314,0.232609786
Csa11g089300,0.975984626,0.511867404,-1.464706161,-1.038939962,0.358286609,0.657507484
Csa11g089400,0.405089824,0.550986403,-1.663293572,-0.779942072,0.582894446,0.904264973
Csa11g089440,-1.32610897,0.086077333,-0.050674904,-0.901946768,1.012405536,1.180247773
Csa11g089460,1.421782683,0.914006738,-1.105343922,-0.914610826,-0.025720952,-0.29011372
Csa11g089500,-1.322250839,0.672028964,-0.821482571,0.179514621,-0.147029731,1.439219558
Csa11g089580,-0.854896768,0.480640154,-1.423973834,0.553050817,-0.059074954,1.304254584
Csa11g089600,-0.478319388,1.180706404,-1.711630227,0.275002556,0.14097453,0.593266125
Csa11g089610,0.389408602,0.577972682,-0.907118087,-1.314994565,-0.139139106,1.393870474
Csa11g089630,1.158517041,0.518538156,0.963518912,-0.997402559,-0.580993261,-1.06217829
Csa11g089710,0.64214494,0.383361964,0.678423994,-1.866181799,0.573379034,-0.411128132
Csa11g089730,1.259489398,0.286148041,0.384255845,-1.256614235,0.493547661,-1.16682671
Csa11g089900,0.268037871,0.779911426,-1.721517934,-0.656566572,0.522659093,0.807476116
Csa11g089940,0.028989001,0.054873978,-0.091124039,-1.808417976,1.09374828,0.721930756
Csa11g089960,-1.342887366,1.468502221,-0.238502916,-0.673588443,0.725109516,0.061366989
Csa11g089970,1.293344105,0.716242692,0.09897957,-0.273028417,-0.194818018,-1.640719933
Csa11g090020,-0.731817713,1.375888144,-0.932756839,-0.936649204,0.804114819,0.421220793
Csa11g090060,1.162573824,-0.044999139,-1.101723349,-1.13158681,0.043241022,1.072494452
Csa11g090080,1.181632531,-0.40317609,-1.287341755,-0.593675202,-0.090465298,1.193025814
Csa11g090100,0.502980182,1.014837163,-1.776104674,-0.496589587,0.252843396,0.50203352
Csa11g090150,1.080771817,0.706263932,-1.502680579,-0.592910554,-0.427069227,0.73562461
Csa11g090180,0.800944048,0.029926953,-0.28877819,-1.822966718,0.896047525,0.384826382
Csa11g090310,-1.213939645,1.387059356,-1.075715083,0.251693799,0.617056467,0.033845105
Csa11g090330,1.455452959,0.616199213,-0.376517393,-1.349855034,0.316477804,-0.661757548
Csa11g090520,1.069296837,1.035588408,-1.278481852,-1.056006632,0.178583465,0.051019773
Csa11g090570,1.216707383,0.986087947,-1.165717922,-0.807087365,0.390236463,-0.620226507
Csa11g090580,-0.352089463,0.363233285,-1.80623811,0.597637203,1.050102289,0.147354796
Csa11g090590,-0.048641399,0.114204756,-0.876586389,-0.180090561,-0.863229777,1.85434337
Csa11g090670,1.925429648,-0.652121666,-0.638286695,-0.150396652,-0.642311335,0.1576867
Csa11g090680,1.33260588,-0.118258349,0.628925029,-1.244867335,0.43764566,-1.036050884
Csa11g090730,-0.251664327,-0.473739352,-1.654922522,0.680082693,1.031148103,0.669095404
Csa11g090830,0.577284227,-0.126017398,-1.127386104,0.157520712,-1.00967237,1.528270932
Csa11g090870,0.385270469,-0.277968335,-1.234150238,-0.888841008,1.471328011,0.5443611
Csa11g090880,1.894845565,-0.524645405,-0.514963221,-0.827472582,-0.317217026,0.289452669
Csa11g090900,0.874723752,-0.36877019,-1.857093922,0.370144325,0.364233144,0.616762891
Csa11g090910,-0.349307784,0.574571922,-1.682106976,0.001782145,0.153177096,1.301883598
Csa11g090930,-0.737326146,0.787099162,-0.676250279,0.052805136,-0.980478496,1.554150623
Csa11g091000,1.844176193,0.059905672,-0.830241944,0.207178984,-0.78661891,-0.494399993
Csa11g091050,0.871272149,0.804558488,-1.69487885,-0.595886806,0.604791023,0.010143996
Csa11g091160,0.094712823,0.971609603,-1.726131787,-0.562869858,0.57147357,0.651205649
Csa11g091230,0.017858679,0.533038753,-1.752670853,1.276805539,-0.110482978,0.035450859
Csa11g091240,1.171874539,-0.840187314,-1.44848409,0.02629024,0.208062229,0.882444397
Csa11g091410,0.926579405,0.311683739,-1.709157986,-0.599234087,0.225699486,0.844429442
Csa11g091470,0.972147002,0.222262839,-0.834581323,-1.595256733,0.640274789,0.595153426
Csa11g091500,1.49726647,-1.180037855,-1.040678188,0.215347494,0.022497283,0.485604796
Csa11g091520,-0.265600591,0.416571303,-0.611319875,-0.233045634,-1.08290119,1.776295986
Csa11g091670,0.262479371,1.056652009,-0.612396476,-0.726087886,-1.197007142,1.216360124
Csa11g091680,0.315679516,1.642930869,-0.726813587,-0.565361324,0.418834477,-1.085269951
Csa11g091700,1.16889291,0.998054303,-1.481853624,-0.582851977,-0.271056829,0.168815216
Csa11g091710,1.499406951,0.766790126,-1.195564936,-0.497761294,0.115173449,-0.688044296
Csa11g091740,-0.245081497,-0.210206901,-1.539003442,0.403162033,0.054339611,1.536790196
Csa11g091780,0.768918156,0.335870298,-1.273587563,-1.157056571,0.185327495,1.140528185
Csa11g091790,0.1120546,0.571646365,-0.943865922,-1.152179539,-0.143799852,1.556144348
Csa11g091800,1.311230039,-0.382204783,-0.075046322,-1.643307207,0.636516568,0.152811704
Csa11g091810,-1.239850281,1.459362318,-0.562116719,-0.690211644,0.455948237,0.57686809
Csa11g091880,-0.966602807,1.401080205,-1.147693264,-0.287843523,0.183087102,0.817972287
Csa11g091890,-0.335113104,1.530033937,-1.497153721,0.080377009,-0.259312263,0.481168141
Csa11g091900,1.489112302,-1.554492022,-0.232907259,-0.322406184,0.222946452,0.39774671
Csa11g091910,-0.120719849,1.92094601,-0.685280791,-0.742772338,-0.506099214,0.133926183
Csa11g091930,1.002789627,0.485366989,-1.790880331,-0.402389174,0.086971854,0.618141035
Csa11g091950,-0.120494463,0.745041916,-1.844056734,-0.121068605,0.428818192,0.911759694
Csa11g091960,0.57111409,1.093632876,-1.794644984,-0.131834085,-0.189612605,0.451344708
Csa11g091990,0.741307588,1.005982935,-1.573621851,-0.357231375,0.731200532,-0.547637828
Csa11g092100,0.789060311,-0.637742634,-1.24031058,-0.483372653,0.092467426,1.479898131
Csa11g092120,0.73526168,0.79470815,-1.824045771,-0.004014567,-0.328574443,0.626664952
Csa11g092130,-0.461851679,0.336317357,-1.499818651,-0.198296277,0.31100936,1.512639891
Csa11g092140,0.010852137,0.892010298,-1.43006861,0.155479489,-0.830463227,1.202189913
Csa11g092180,-0.254913003,0.392800642,-1.689919918,0.863346015,-0.342092211,1.030778476
Csa11g092210,-0.671334847,1.093110557,-0.031217947,-0.314733054,-1.31296386,1.237139151
Csa11g092310,0.013179164,1.286697198,-1.436652999,0.556996296,-0.874085595,0.453865937
Csa11g092320,0.573356188,0.791083544,-0.960445953,-1.371595801,1.105729947,-0.138127923
Csa11g092370,-0.191882598,0.509010346,-1.672166037,0.132225933,-0.144514306,1.367326662
Csa11g092400,-1.443794218,0.513592728,-0.387223954,1.526810262,-0.377334846,0.167950028
Csa11g092460,0.258253369,-1.005348389,-0.11597769,-1.04585084,1.65920657,0.24971698
Csa11g092470,0.447951254,-0.532817236,-0.355720648,-1.337338547,1.603079152,0.174846025
Csa11g092540,1.647105233,0.470092523,-0.94055004,0.280818147,-0.870966528,-0.586499334
Csa11g092590,-1.564585588,0.614757644,-0.683330117,0.799502275,1.017040378,-0.183384592
Csa11g092710,-0.078378416,0.198248379,-1.401368588,-0.844206595,0.966094231,1.159610989
Csa11g092770,0.551368517,0.877510867,0.194078083,-1.606920364,0.800059256,-0.816096358
Csa11g092820,0.798166338,0.671249667,-1.786662091,-0.569964495,0.473287956,0.413922625
Csa11g092860,0.05065815,-0.943063897,-1.372156964,0.293288738,1.298902596,0.672371376
Csa11g092930,1.59642339,-0.01281051,-0.606636118,-1.410412331,0.211028752,0.222406817
Csa11g092950,-0.234815577,-0.228137923,-1.42043701,-0.323663311,0.694337341,1.512716481
Csa11g092960,0.970005937,0.621742594,0.452630789,-0.607868267,0.298200121,-1.734711174
Csa11g093110,-0.770135854,0.944115216,-1.633959631,0.663553153,0.608287694,0.188139422
Csa11g093140,1.44221463,-0.165123087,0.575574402,-1.290965659,0.326241076,-0.887941362
Csa11g093180,0.930394125,0.237417351,-1.26203131,-1.254119937,0.715702169,0.632637602
Csa11g093230,0.293521012,-0.529940761,-1.069081912,-0.895457236,1.465252238,0.735706658
Csa11g093240,1.264925296,-0.164254541,-0.272084526,-0.314669102,0.981565235,-1.495482363
Csa11g093250,-0.133205707,0.172131244,-1.343955892,-0.601076698,0.257174804,1.648932248
Csa11g093300,0.802879967,-0.634441551,1.27122407,-1.527255647,0.027813063,0.059780098
Csa11g093310,-0.121263109,0.472415054,-0.603346934,-1.618283493,0.812957985,1.057520498
Csa11g093370,0.196681897,1.721691186,-1.223446462,-0.704401798,0.049724605,-0.040249429
Csa11g093450,0.545326679,-0.411051271,-1.163897787,-0.859588258,1.517120479,0.372090158
Csa11g093490,-0.176667635,1.48011277,-0.809689473,-0.069569357,-1.21898212,0.794795815
Csa11g093610,0.938890793,0.303038838,-1.348322113,-0.556567828,-0.58480394,1.247764251
Csa11g093630,0.637125733,-1.686592399,0.498683525,-0.778738249,0.737371977,0.592149413
Csa11g093710,1.404440467,-0.274546131,-0.948906445,-0.085607712,0.96222837,-1.057608548
Csa11g093720,1.471526651,-0.541167755,-0.607769682,-1.198032165,0.858364757,0.017078193
Csa11g093750,-0.385185571,0.876548395,-1.278932204,-0.959258249,0.902974245,0.843853383
Csa11g093760,1.497626279,0.851613986,-1.01844572,-0.209888342,-0.96193099,-0.158975213
Csa11g093850,0.750424654,1.243392406,-1.035040211,-0.719193882,-0.917785872,0.678202903
Csa11g093860,0.832325018,0.566935135,-1.88601624,0.058283248,-0.194157345,0.622630184
Csa11g093890,-1.192437174,1.723330155,0.429907358,-0.399424453,-0.05015043,-0.511225456
Csa11g093930,-0.363042454,0.632894089,-1.871667665,0.638095948,0.266266949,0.697453133
Csa11g093950,0.679356454,1.073357103,-0.27398549,-0.947164062,-1.331828761,0.800264756
Csa11g094070,-0.149377959,0.955059854,-1.864443544,0.385939577,0.009223748,0.663598325
Csa11g094120,1.232818347,-0.049967149,-1.070015896,-1.143136774,1.012747934,0.017553539
Csa11g094140,0.856537125,0.096519569,-1.758171463,-0.44812658,0.326840039,0.926401311
Csa11g094190,0.949061692,0.919768663,-1.30572923,-0.668703336,-0.687347064,0.792949274
Csa11g094200,-1.449395181,1.668353733,0.094287068,-0.080363914,0.075110807,-0.307992514
Csa11g094240,0.394990889,1.425392112,-1.233303081,-0.155212891,-0.982046244,0.550179216
Csa11g094370,1.622902957,0.401333904,0.014598971,-0.666650879,-0.046157014,-1.326027939
Csa11g094380,1.14669101,-1.400100801,0.606103176,-1.032112343,0.514917162,0.164501796
Csa11g094430,-0.385993389,1.0236391,-1.682606221,0.750981443,0.574086377,-0.28010731
Csa11g094450,1.040734465,-0.007145318,-1.41558978,-0.760814589,-0.012147928,1.154963151
Csa11g094470,0.938340625,0.848342565,-1.736478351,-0.513080863,0.147486772,0.315389251
Csa11g094480,0.163794384,1.061624298,-1.777676606,0.570989389,-0.433504165,0.4147727
Csa11g094530,1.677021036,-0.402102343,-1.245326695,-0.57218777,0.286654393,0.25594138
Csa11g094540,-0.931659203,0.18149786,-0.844291646,-0.589937861,0.52104181,1.663349039
Csa11g094810,1.138862864,0.246289719,-1.434436555,-0.937474799,0.162457125,0.824301646
Csa11g094830,-0.407837182,0.478182102,-0.206897954,-1.692875464,1.021887692,0.807540807
Csa11g094840,0.814698489,1.262969547,-0.360889787,-0.743236767,0.403352974,-1.376894457
Csa11g094880,0.159237847,0.605761879,-1.601105102,-0.23912614,-0.301704082,1.376935598
Csa11g094890,0.819845077,0.928958281,-1.291045563,-0.87640485,-0.477107014,0.89575407
Csa11g094960,-0.779581319,1.892526781,-0.575425251,-0.657471958,0.201428243,-0.081476495
Csa11g095030,0.659470404,0.160764625,0.82835037,-1.375640501,0.844204087,-1.117148985
Csa11g095060,-1.071081519,0.191790623,-1.229876384,0.457242962,0.221848464,1.430075854
Csa11g097120,1.804472579,0.202137397,-0.829642443,-0.0862847,-0.091208709,-0.999474124
Csa11g097190,-0.044545756,0.461468699,-1.763205946,0.895093471,0.84736192,-0.396172389
Csa11g097310,1.091628913,0.5329997,-1.284671526,-1.047659511,-0.15891818,0.866620603
Csa11g097320,-0.393070718,1.130695995,-1.639176378,-0.303371103,0.426151724,0.77877048
Csa11g097390,0.65639101,0.477316884,-0.695366135,-0.952950212,-0.929553039,1.444161492
Csa11g097520,0.895226541,-0.735184932,-0.392222784,-0.567865855,1.596210079,-0.796163048
Csa11g098610,1.270432536,0.233868301,-0.274883763,-1.764257513,0.27496956,0.259870878
Csa11g098620,1.515523227,0.063309872,0.330685053,-1.486586025,0.169621068,-0.592553195
Csa11g098630,-0.590651704,0.811163745,-1.432753538,-0.32924477,0.20335034,1.338135928
Csa11g098660,-1.0360961,0.624967545,-1.150390509,0.830308253,1.157999152,-0.426788341
Csa11g098690,-0.309147883,0.851319282,-0.947237267,-1.210825373,1.313304053,0.302587188
Csa11g098780,1.173201091,0.738511656,-1.204537934,-1.032873112,0.666546254,-0.340847955
Csa11g098830,1.10487568,0.483164119,0.415649612,-1.792907791,0.15566931,-0.36645093
Csa11g098900,0.499807032,0.971277926,-0.905572574,-1.299103564,-0.350840235,1.084431414
Csa11g098950,0.609158151,0.280364685,-1.732535373,-0.186818011,-0.186321749,1.216152297
Csa11g099100,1.579601941,-0.149053393,-0.053333973,-0.816617085,0.629590821,-1.190188311
Csa11g099180,0.870434086,0.26730616,-1.499608372,-0.221187364,-0.63128479,1.21434028
Csa11g099200,-1.191769688,-0.634074683,1.364885226,-0.270032644,1.063575582,-0.332583792
Csa11g099210,1.787563698,-0.434131576,-1.190830856,-0.082594,-0.346634781,0.266627516
Csa11g099230,1.178479076,-0.534911808,-1.656785759,0.327372831,-0.001861356,0.687707016
Csa11g099300,1.401375579,-0.106131284,-1.713581511,0.161234326,0.007156255,0.249946635
Csa11g099380,0.877766134,1.281681659,-1.104142899,-1.147954669,0.197313767,-0.104663993
Csa11g099400,-0.50450636,0.139672374,-0.985673379,-0.981834353,0.978413955,1.353927763
Csa11g099430,1.269175802,-0.032433842,0.412147144,-0.216895602,0.319843285,-1.751836788
Csa11g099480,1.245991027,0.426404524,-1.586383688,-0.577515238,-0.138149798,0.629653175
Csa11g099490,1.239622145,0.469069609,-0.919138682,-1.242342934,0.839815434,-0.387025573
Csa11g099500,0.403997018,0.650763899,-1.982957433,0.252614183,0.030258316,0.645324017
Csa11g099510,-1.592571331,0.722658119,-0.459436543,-0.03399405,0.049259418,1.314084387
Csa11g099600,0.853797288,0.762741467,-1.149964698,-1.047016837,1.032560824,-0.452118045
Csa11g099630,1.361558914,0.746399427,-1.429456876,-0.432252624,-0.528424729,0.282175888
Csa11g099690,0.411390685,0.661855083,-0.033297479,-1.165655056,1.292679393,-1.166972626
Csa11g099730,-0.103311773,0.482234727,-1.975855949,0.559807665,0.490540206,0.546585125
Csa11g099780,-0.782018644,1.852833109,-0.774702035,-0.560516118,0.18770001,0.076703678
Csa11g099790,0.357992423,0.076593423,-1.917556695,-0.024455256,0.592179147,0.915246958
Csa11g099800,0.061204711,0.61956613,-0.638130805,1.016661426,0.612829164,-1.672130626
Csa11g099870,1.593502756,0.434106231,-0.807095155,-1.27116041,0.068721628,-0.018075051
Csa11g099900,0.667933124,0.668352924,-1.882403369,-0.006911928,0.729702675,-0.176673427
Csa11g099980,-0.423322097,0.181185973,-0.445627877,-0.999064883,-0.197873068,1.884701952
Csa11g099990,1.312211423,0.97559097,-1.202396659,-0.424986783,-0.821063503,0.160644552
Csa11g100120,1.528913915,-0.47930985,-1.329447732,-0.553573561,0.492594085,0.340823142
Csa11g100190,1.133877567,0.431237593,-1.526228001,-0.405131637,-0.512501487,0.878745966
Csa11g100260,-0.037033899,1.041182939,-1.832593767,-0.127610251,0.274481766,0.681573213
Csa11g100270,-0.543702012,1.097012577,-0.954213154,-0.71452008,-0.29604682,1.411469489
Csa11g100360,0.990502342,-1.008649259,-1.010792545,-0.520825913,0.271055225,1.278710149
Csa11g100400,-1.807818343,0.83311792,-0.124730351,0.016563926,0.074756318,1.00811053
Csa11g100420,0.662530344,1.105643431,-0.601650755,-0.937539047,-1.132191899,0.903207925
Csa11g100490,-0.353198042,0.209633569,1.702020318,-0.924022086,0.345867516,-0.980301276
Csa11g100670,-0.60675777,0.488087849,-0.916191653,-0.036521277,-0.684747779,1.75613063
Csa11g100680,0.647580068,1.019138584,-1.365212613,-1.137061427,0.283230249,0.552325138
Csa11g100790,1.611033869,0.083746842,-1.430605335,-0.066221898,0.305341567,-0.503295045
Csa11g100860,0.535739645,-1.556029527,0.143185968,-0.810227537,0.534440443,1.152891007
Csa11g100880,-0.016427609,-0.733043787,-1.504924481,0.192066478,1.16171821,0.900611189
Csa11g100920,0.626138488,0.893137597,-1.881708836,-0.145966963,0.010390308,0.498009406
Csa11g100930,0.693191664,-0.340299,-1.665829134,-0.372101989,0.654692166,1.030346293
Csa11g100960,0.284758984,-0.061542157,-0.89234695,-1.280174673,0.436089487,1.513215309
Csa11g100970,0.597970252,0.243772503,-0.706521041,-1.28931464,1.513939488,-0.359846561
Csa11g100980,-0.026783488,0.716279697,-1.886920573,-0.147205111,0.678365983,0.666263492
Csa11g101000,0.331515021,1.066333924,-0.446917226,-1.678318087,0.849490303,-0.122103934
Csa11g101030,1.243682899,-0.007975274,0.627245442,-1.511423174,0.421548101,-0.773077994
Csa11g101130,0.330035575,0.404123302,-0.849958538,0.859080202,0.851282373,-1.594562914
Csa11g101170,0.463973558,0.09583054,-0.158779497,-1.893382693,0.585135948,0.907222143
Csa11g101180,0.754032257,0.361971329,-1.244763082,-0.583427079,-0.682411639,1.394598215
Csa11g101190,1.07952664,0.228930405,-1.39303174,-0.405679974,-0.637177774,1.127432445
Csa11g101240,-0.529177222,1.779339016,-1.137567578,-0.317250926,-0.160610616,0.365267326
Csa11g101310,0.574291497,0.64057135,-0.711136585,-0.697624874,-1.177543451,1.371442064
Csa11g101370,-0.523919636,0.095867763,-0.493508773,-1.272712795,0.625145803,1.569127638
Csa11g101380,0.904777633,0.370887563,-0.645077405,-0.932663696,-1.013480938,1.315556844
Csa11g101400,-1.463334299,0.263733944,-0.976079168,1.117916738,0.412267271,0.645495514
Csa11g101410,0.519999264,0.763911868,-1.714307526,-0.716871103,0.706248978,0.441018518
Csa11g101420,-1.75473748,0.920738869,-0.282366652,-0.247506506,0.714129164,0.649742605
Csa11g101440,0.605882225,-0.113772387,-1.147922213,-0.692834452,-0.303631968,1.652278795
Csa11g101450,-1.260282905,1.254779279,-0.717228445,-0.5364638,0.281590185,0.977605686
Csa11g101460,0.301424391,0.317858732,1.593980057,-1.304109648,-0.177670017,-0.731483514
Csa11g101480,-0.433381514,1.186419316,-1.738021788,0.442011509,0.414814889,0.128157589
Csa11g101490,0.80191912,0.468370798,-1.825786053,-0.434825408,0.744778773,0.245542771
Csa11g101500,0.167047695,0.375952616,-1.842096494,-0.003613126,0.10872385,1.193985459
Csa11g101570,-0.849241534,0.599341327,-1.360174369,-0.274657586,0.612244868,1.272487293
Csa11g101580,1.09156452,0.119924493,-1.515084003,1.08427662,-0.29484792,-0.48583371
Csa11g101710,0.618636956,1.569624094,-1.309190699,0.030414942,-0.342757345,-0.566727948
Csa11g101730,0.725804382,0.241585327,-1.532600289,-0.52886701,-0.223603042,1.317680632
Csa11g101740,-1.217458474,1.461354034,-0.869368647,0.350039338,-0.344972464,0.620406213
Csa11g101790,1.333037856,0.674416248,-1.192478641,-0.701029365,-0.708215501,0.594269403
Csa11g101980,1.795505395,-0.542378317,-0.916845865,0.046482225,0.340579406,-0.723342844
Csa11g101990,0.4681533,1.527109799,-1.033360299,-1.16397785,0.047778514,0.154296536
Csa11g102000,1.277712048,-0.843296996,-1.329163252,-0.223297824,0.231340411,0.886705613
Csa11g102080,-0.782609416,1.174097568,-0.937080293,0.027934475,-0.740203914,1.257861581
Csa11g102100,1.17134158,0.154915804,-1.470082819,0.072684202,0.882625211,-0.811483978
Csa11g102160,1.422001992,-0.496238194,-0.170832262,-1.540664892,0.493209994,0.292523363
Csa11g102170,0.991554344,0.815470978,-1.296738642,-0.343611435,-0.960360092,0.793684846
Csa11g102180,-0.207191035,1.989190476,-0.607412315,-0.059812248,-0.501243043,-0.613531835
Csa11g102240,0.358567889,-0.991296764,0.184096132,-1.438675087,0.989024497,0.898283332
Csa11g102300,-1.329348823,0.79137931,-0.934278098,-0.184471408,0.423831219,1.2328878
Csa11g102310,0.625464012,0.398635966,-1.039219439,-1.460698166,0.466570346,1.009247281
Csa11g102410,0.591661337,1.33756342,-1.203576081,-1.123337287,0.010031167,0.387657443
Csa11g102510,0.723564334,0.514055125,-0.486799357,-1.07060809,-1.018642069,1.338430058
Csa11g102530,-1.633868738,0.9945136,0.264107327,-0.353051057,-0.299856703,1.02815557
Csa11g102580,1.399025865,-0.653342725,-1.479436049,0.155452061,0.632485254,-0.054184407
Csa11g102620,1.207958661,1.100282233,-1.315106218,-0.754780125,-0.15530921,-0.083045341
